id,marca,modelo,versao,ano_modelo,km,preco_antigo,novo_preco,parcela,cidade,estado,link,data_extracao
1,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,25523.0,0.0,59700,884.0,Belo Horizonte Antonio Carlos,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1083821,2026-03-27 18:02:57
2,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,37184.0,0.0,59700,884.0,Porto Alegre Sarandi,RS,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1110444,2026-03-27 18:02:57
3,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,62323.0,0.0,59700,884.0,Belém Senador,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1119683,2026-03-27 18:02:57
4,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,39272.0,0.0,59800,885.0,Itajaí,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1140790,2026-03-27 18:02:57
5,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2024,50804.0,0.0,59800,885.0,Porto Alegre Sarandi,RS,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1093575,2026-03-27 18:02:57
6,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,33131.0,0.0,59900,887.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1074498,2026-03-27 18:02:57
7,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,44835.0,0.0,59900,887.0,Rio de Janeiro Vila Valqueire,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1052827,2026-03-27 18:02:57
8,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,39082.0,0.0,59900,887.0,Americana,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1067135,2026-03-27 18:02:57
9,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2024,40758.0,0.0,59900,887.0,Campinas Shopping Dom Pedro,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1093760,2026-03-27 18:02:57
10,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2024,44489.0,0.0,59900,887.0,São José dos Campos,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1093122,2026-03-27 18:02:57
11,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,48363.0,0.0,59900,887.0,Campinas Orosimbo,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1067175,2026-03-27 18:02:57
12,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,33665.0,0.0,59900,887.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1192039,2026-03-27 18:02:57
13,Volkswagen,Gol,1.6 Msi Flex 8v 5p,2021/2022,57155.0,0.0,59900,887.0,São Paulo Itaim Paulista,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Gol/753635,2026-03-27 18:02:57
14,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,33558.0,0.0,59900,887.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1191999,2026-03-27 18:02:57
15,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,34423.0,0.0,59900,887.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1192031,2026-03-27 18:02:57
16,Renault,Kwid,Intense 1.0 Flex 12v 5p Mec.,2023/2024,46111.0,0.0,59900,887.0,Taubaté,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1055617,2026-03-27 18:02:57
17,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,42043.0,0.0,59900,887.0,Guarulhos Timoteo Penteado,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/960265,2026-03-27 18:02:57
18,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,36867.0,0.0,60000,888.0,Vitória,ES,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1122415,2026-03-27 18:02:57
19,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,17355.0,0.0,60000,888.0,Várzea Grande,MT,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1185255,2026-03-27 18:02:57
20,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,89358.0,0.0,60000,888.0,Lauro de Freitas,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1120597,2026-03-27 18:02:57
21,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,38447.0,0.0,60000,888.0,Belo Horizonte Carlos Luz,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1122918,2026-03-27 18:02:57
22,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,31025.0,0.0,60000,888.0,Rio de Janeiro Recreio dos Bandeirantes,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1121065,2026-03-27 18:02:57
23,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,34712.0,0.0,60000,888.0,Contagem Babita Camargo,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1141977,2026-03-27 18:02:57
24,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,35085.0,0.0,60000,888.0,Belo Horizonte Cristiano Machado,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1114124,2026-03-27 18:02:57
25,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,36064.0,0.0,60000,888.0,Auto Shopping Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1122904,2026-03-27 18:02:57
26,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,36003.0,0.0,60000,888.0,Vila Velha,ES,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1114028,2026-03-27 18:02:57
27,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,37230.0,0.0,60000,888.0,Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1191942,2026-03-27 18:02:57
28,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,31433.0,0.0,60000,888.0,Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1198677,2026-03-27 18:02:57
29,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,33454.0,0.0,60000,888.0,Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1192435,2026-03-27 18:02:57
30,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,72715.0,0.0,60100,890.0,São Paulo Itaim Paulista,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1127154,2026-03-27 18:02:57
31,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,51514.0,0.0,60100,890.0,Londrina,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1236199,2026-03-27 18:02:57
32,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,73626.0,0.0,60100,890.0,São Bernardo Pereira Barreto,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1127031,2026-03-27 18:02:57
33,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,48575.0,0.0,60100,890.0,Itajaí,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1003491,2026-03-27 18:02:57
34,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,61094.0,0.0,60100,890.0,Taubaté,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1128604,2026-03-27 18:02:57
35,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,55820.0,0.0,60100,890.0,Londrina,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1236111,2026-03-27 18:02:57
36,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,68736.0,0.0,60100,890.0,Campinas Shopping Dom Pedro,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1123067,2026-03-27 18:02:57
37,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,62550.0,0.0,60100,890.0,Americana,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1191372,2026-03-27 18:02:57
38,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,64856.0,0.0,60100,890.0,São José dos Campos,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1186733,2026-03-27 18:02:57
39,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,64029.0,0.0,60100,890.0,Rio de Janeiro Intendente Magalhães,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1137013,2026-03-27 18:02:57
40,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,56679.0,0.0,60100,890.0,Campinas Orosimbo,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1137719,2026-03-27 18:02:57
41,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,50853.0,0.0,60100,890.0,Belo Horizonte Cristiano Machado,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1205495,2026-03-27 18:02:57
42,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,56042.0,0.0,60100,890.0,Aparecida de Goiânia,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1120605,2026-03-27 18:02:57
43,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,51600.0,0.0,60100,890.0,Londrina,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1236092,2026-03-27 18:02:57
44,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,57560.0,0.0,60100,890.0,Santos,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1187059,2026-03-27 18:02:57
45,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,28677.0,0.0,60100,890.0,Jundiaí,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1110455,2026-03-27 18:02:57
46,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,76744.0,0.0,60100,890.0,Santos,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1128980,2026-03-27 18:02:57
47,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,51638.0,0.0,60100,890.0,Canoas,RS,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1125031,2026-03-27 18:02:57
48,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,54035.0,0.0,60100,890.0,Maringá,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1110044,2026-03-27 18:02:57
49,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,72664.0,0.0,60100,890.0,São Paulo Radial Leste,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1131788,2026-03-27 18:02:57
50,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,53659.0,0.0,60100,890.0,Santos,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1116709,2026-03-27 18:02:57
51,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,58876.0,0.0,60100,890.0,São José dos Pinhais,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1110013,2026-03-27 18:02:57
52,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,73692.0,0.0,60100,890.0,São Paulo Nações Unidas,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1114530,2026-03-27 18:02:57
53,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,62823.0,0.0,60100,890.0,São José dos Pinhais,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1135808,2026-03-27 18:02:57
54,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,62892.0,0.0,60100,890.0,Caxias do Sul,RS,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1236201,2026-03-27 18:02:57
55,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,63304.0,0.0,60100,890.0,Rio de Janeiro Av. das Américas,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1120557,2026-03-27 18:02:57
56,Renault,Kwid,Intense 1.0 Flex 12v 5p Mec.,2024/2025,63292.0,0.0,60200,891.0,Auto Shopping Arena Motors,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1145851,2026-03-27 18:02:57
57,Renault,Kwid,Intense 1.0 Flex 12v 5p Mec.,2024/2025,43466.0,0.0,60200,891.0,Aparecida de Goiânia,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1145863,2026-03-27 18:02:57
58,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,47674.0,0.0,60200,891.0,Betim,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/966132,2026-03-27 18:02:57
59,Renault,Kwid,Intense 1.0 Flex 12v 5p Mec.,2024/2025,72909.0,0.0,60200,891.0,São Paulo Radial Leste,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1145566,2026-03-27 18:02:57
60,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,40737.0,0.0,60200,891.0,Belo Horizonte Antonio Carlos,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/973327,2026-03-27 18:02:57
61,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,62496.0,0.0,60300,893.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1169067,2026-03-27 18:02:57
62,Fiat,Mobi,Trekking 1.0 Flex 5p.,2024/2024,77201.0,0.0,60400,894.0,Auto Shopping Autonomistas,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1092781,2026-03-27 18:02:57
63,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,46053.0,0.0,60400,894.0,Americana,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1152582,2026-03-27 18:02:57
64,Fiat,Mobi,Trekking 1.0 Flex 5p.,2024/2024,75972.0,0.0,60400,894.0,Auto Shopping São Gonçalo,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1091070,2026-03-27 18:02:57
65,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,38445.0,0.0,60500,896.0,Campinas Itapura,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/967773,2026-03-27 18:02:57
66,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,24257.0,0.0,60500,896.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1154276,2026-03-27 18:02:57
67,Volkswagen,Gol,1.6 Msi Flex 8v 5p,2021/2022,42418.0,0.0,60500,896.0,Guarulhos Timoteo Penteado,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Gol/764754,2026-03-27 18:02:57
68,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,24074.0,0.0,60500,896.0,Brasília SIA,DF,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1140753,2026-03-27 18:02:57
69,Renault,Kwid,Intense 1.0 Flex 12v 5p Mec.,2024/2025,50101.0,0.0,60500,896.0,São José,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1142078,2026-03-27 18:02:57
70,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,33680.0,0.0,60500,896.0,São José dos Campos,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1003429,2026-03-27 18:02:57
71,Volkswagen,Gol,1.6 Msi Flex 8v 5p,2021/2022,48010.0,0.0,60500,896.0,Guarulhos Timoteo Penteado,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Gol/761899,2026-03-27 18:02:57
72,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,26299.0,0.0,60500,896.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1198894,2026-03-27 18:02:57
73,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,22003.0,0.0,60500,896.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1195688,2026-03-27 18:02:57
74,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,25106.0,0.0,60500,896.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1192722,2026-03-27 18:02:57
75,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,29157.0,0.0,60600,897.0,Rio de Janeiro Tijuca,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1213608,2026-03-27 18:02:57
76,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,28352.0,0.0,60600,897.0,Belo Horizonte Raja,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1074986,2026-03-27 18:02:57
77,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,7733.0,0.0,60600,897.0,Vitória,ES,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1122619,2026-03-27 18:02:57
78,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,61062.0,0.0,60600,897.0,Belo Horizonte Cristiano Machado,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1169876,2026-03-27 18:02:57
79,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,47281.0,0.0,60600,897.0,Curitiba Mario Tourinho,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/980807,2026-03-27 18:02:57
80,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,29863.0,0.0,60600,897.0,Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1198602,2026-03-27 18:02:57
81,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2024/2025,27839.0,0.0,60600,897.0,Rio de Janeiro Recreio dos Bandeirantes,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1185307,2026-03-27 18:02:57
82,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,36783.0,0.0,60700,899.0,São José,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/960019,2026-03-27 18:02:57
83,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,67161.0,0.0,60700,899.0,Campo Grande,MS,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1120527,2026-03-27 18:02:57
84,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,46818.0,0.0,60700,899.0,Joinville,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1049157,2026-03-27 18:02:57
85,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,61910.0,0.0,60700,899.0,Lauro de Freitas,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1186697,2026-03-27 18:02:57
86,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,48940.0,0.0,60700,899.0,Salvador Paralela,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/987907,2026-03-27 18:02:57
87,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,59115.0,0.0,60700,899.0,Londrina,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1110043,2026-03-27 18:02:57
88,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,51364.0,0.0,60700,899.0,São Paulo Gastão Vidigal,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1132078,2026-03-27 18:02:57
89,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,52142.0,0.0,60700,899.0,São Bernardo do Campo,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1119773,2026-03-27 18:02:57
90,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,50101.0,0.0,60700,899.0,São Paulo Miguel Estefano,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1132594,2026-03-27 18:02:57
91,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,51789.0,0.0,60700,899.0,Betim,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1124845,2026-03-27 18:02:57
92,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,56457.0,0.0,60700,899.0,Goiânia Mutirão,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1114561,2026-03-27 18:02:57
93,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,59813.0,0.0,60700,899.0,São Bernardo do Campo,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1123069,2026-03-27 18:02:57
94,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,54267.0,0.0,60700,899.0,Santo André,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1114553,2026-03-27 18:02:57
95,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,40098.0,0.0,60700,899.0,Brasília SIA,DF,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/998434,2026-03-27 18:02:57
96,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2024,46444.0,0.0,60700,899.0,Itajaí,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1093013,2026-03-27 18:02:57
97,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,49534.0,0.0,60700,899.0,Feira de Santana,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/971688,2026-03-27 18:02:57
98,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,53500.0,0.0,60700,899.0,Londrina,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1127025,2026-03-27 18:02:57
99,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,58175.0,0.0,60700,899.0,Juiz de Fora,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1129075,2026-03-27 18:02:57
100,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,44409.0,0.0,60700,899.0,Recife Imbiribeira,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1053996,2026-03-27 18:02:57
101,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,51881.0,0.0,60700,899.0,Rio de Janeiro Duque de Caxias,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1127196,2026-03-27 18:02:57
102,Renault,Kwid,Zen 1.0 Flex 12v 5p Mec.,2025/2025,14686.0,0.0,60700,899.0,São Paulo Nações Unidas,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1253551,2026-03-27 18:02:57
103,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,58890.0,0.0,60700,899.0,Niterói,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1120653,2026-03-27 18:02:57
104,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,55799.0,0.0,60700,899.0,Campinas Amoreiras,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1120555,2026-03-27 18:02:57
105,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,54533.0,0.0,60700,899.0,Campinas Amoreiras,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1236235,2026-03-27 18:02:57
106,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2023/2024,49345.0,0.0,60700,899.0,São José,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/990969,2026-03-27 18:02:57
107,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,59009.0,0.0,60700,899.0,Niterói,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1119797,2026-03-27 18:02:57
108,Renault,Kwid,Intense 1.0 Flex 12v 5p Mec.,2024/2025,62835.0,0.0,60800,900.0,Guarulhos Timoteo Penteado,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Renault/Kwid/1145903,2026-03-27 18:02:57
109,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,67473.0,0.0,60900,902.0,Itajaí,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1236196,2026-03-27 18:02:57
110,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,53592.0,0.0,60900,902.0,Serra,ES,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1124965,2026-03-27 18:02:57
111,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,53346.0,0.0,60900,902.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1169528,2026-03-27 18:02:57
112,Fiat,Mobi,Like 1.0 Fire Flex 5p.,2024/2025,66458.0,0.0,60900,902.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Mobi/1127480,2026-03-27 18:02:57
