id,marca,modelo,versao,ano_modelo,km,preco_antigo,novo_preco,parcela,cidade,estado,link,data_extracao
28,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,26151.0,0.0,83900,1.0,Jundiaí,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1198003,2026-03-29 05:21:37
29,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,37625.0,0.0,83900,1.0,São Paulo Vila Guilherme,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1191062,2026-03-29 05:21:37
30,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,31939.0,0.0,83900,1.0,São Paulo Eliseu de Almeida,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1201705,2026-03-29 05:21:37
31,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,14632.0,0.0,83900,1.0,Lauro de Freitas,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1174832,2026-03-29 05:21:37
32,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,35116.0,0.0,83900,1.0,Lauro de Freitas,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1181141,2026-03-29 05:21:37
33,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,38578.0,0.0,83900,1.0,São Paulo Nações Unidas,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1197991,2026-03-29 05:21:37
34,Fiat,Strada,Endurance 1.3 Flex 8v Cs Plus,2024/2024,43080.0,0.0,84000,1.0,Campinas Amoreiras,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Fiat/Strada/1120423,2026-03-29 05:21:37
35,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,45323.0,0.0,84100,1.0,Recife Caxangá,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1117703,2026-03-29 05:21:37
36,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,49036.0,0.0,84100,1.0,Recife Imbiribeira,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1171145,2026-03-29 05:21:37
37,Chevrolet,Onix Plus,Onix Sedan Plus Lt 1.0 12v Tb Flex Aut.,2023/2024,58105.0,0.0,84100,1.0,Rio de Janeiro Vila Valqueire,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Chevrolet/Onix Plus/988611,2026-03-29 05:21:37
38,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,45626.0,0.0,84100,1.0,Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1177631,2026-03-29 05:21:37
39,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,44845.0,0.0,84100,1.0,Natal,RN,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1185505,2026-03-29 05:21:37
40,Fiat,Strada,Endurance 1.4 Flex 8v Cs Plus,2022/2023,11374.0,0.0,84100,1.0,Juiz de Fora,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Fiat/Strada/907853,2026-03-29 05:21:37
41,Chevrolet,Onix Plus,Onix Sedan Plus Ltz 1.0 12v Tb Flex Aut.,2023/2024,74500.0,0.0,84200,1.0,Rio de Janeiro Campo Grande,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Chevrolet/Onix Plus/1063666,2026-03-29 05:21:37
42,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,29470.0,0.0,84200,1.0,Recife Espinheiro,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1235638,2026-03-29 05:21:37
43,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,23902.0,0.0,84200,1.0,Recife Espinheiro,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1235764,2026-03-29 05:21:37
44,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,39097.0,0.0,84200,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1200014,2026-03-29 05:21:37
45,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,21072.0,0.0,84200,1.0,Recife Espinheiro,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1235822,2026-03-29 05:21:37
46,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,26268.0,0.0,84200,1.0,Nova Iguaçu,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1235810,2026-03-29 05:21:37
47,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,23781.0,0.0,84200,1.0,Rio de Janeiro Barra da Tijuca,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1247050,2026-03-29 05:21:37
48,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,36192.0,0.0,84200,1.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1184067,2026-03-29 05:21:37
49,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,36699.0,0.0,84200,1.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1192941,2026-03-29 05:21:37
50,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,36309.0,0.0,84200,1.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1181469,2026-03-29 05:21:37
51,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,36941.0,0.0,84200,1.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1184524,2026-03-29 05:21:37
52,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,36881.0,0.0,84200,1.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1182075,2026-03-29 05:21:37
53,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,32378.0,0.0,84200,1.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1184098,2026-03-29 05:21:37
54,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,23939.0,0.0,84300,1.0,Mogi das Cruzes,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1235825,2026-03-29 05:21:37
55,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,19860.0,0.0,84300,1.0,Campo Grande,MS,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1244543,2026-03-29 05:21:37
56,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,46098.0,0.0,84300,1.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1155239,2026-03-29 05:21:37
57,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,22365.0,0.0,84300,1.0,Piracicaba,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1247071,2026-03-29 05:21:37
58,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,28164.0,0.0,84300,1.0,Santo André,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1223582,2026-03-29 05:21:37
59,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,43874.0,0.0,84300,1.0,Vila Velha,ES,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1220053,2026-03-29 05:21:37
60,Fiat,Cronos,Drive 1.3 8v Flex,2023/2024,39500.0,0.0,84400,1.0,São José do Rio Preto,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/989234,2026-03-29 05:21:37
61,Chevrolet,Onix,Hatch 1.0 12v Tb Flex 5p Aut.,2024/2025,44139.0,0.0,84400,1.0,Curitiba Mario Tourinho,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Chevrolet/Onix/1169434,2026-03-29 05:21:37
62,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,28575.0,0.0,84400,1.0,Rio de Janeiro Vila Valqueire,RJ,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1190616,2026-03-29 05:21:37
63,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,18454.0,0.0,84400,1.0,Goiânia Mutirão,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1194380,2026-03-29 05:21:37
64,Fiat,Argo,Drive 1.0 6v Flex,2025/2026,27578.0,0.0,84400,1.0,São Luís,MA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Argo/1262068,2026-03-29 05:21:37
65,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,48999.0,0.0,84400,1.0,Fortaleza,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1196032,2026-03-29 05:21:37
66,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,16967.0,0.0,84400,1.0,Goiânia Mutirão,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1247478,2026-03-29 05:21:37
67,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,28314.0,0.0,84400,1.0,Aparecida de Goiânia,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1247065,2026-03-29 05:21:37
68,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,43437.0,0.0,84400,1.0,Fortaleza Av. Santos Dumont,CE,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1171093,2026-03-29 05:21:37
69,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,27991.0,0.0,84400,1.0,Aparecida de Goiânia,GO,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1244031,2026-03-29 05:21:37
70,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,10701.0,0.0,84500,1.0,Belo Horizonte Carlos Luz,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1169634,2026-03-29 05:21:37
71,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,33090.0,0.0,84500,1.0,Recife Imbiribeira,PE,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1240945,2026-03-29 05:21:37
72,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,28697.0,0.0,84500,1.0,Curitiba Mario Tourinho,PR,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1194347,2026-03-29 05:21:37
73,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,33762.0,0.0,84500,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1190573,2026-03-29 05:21:37
74,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,35051.0,0.0,84500,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1206081,2026-03-29 05:21:37
75,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,41065.0,0.0,84500,1.0,João Pessoa Brisamar,PB,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1173928,2026-03-29 05:21:37
76,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,17209.0,0.0,84500,1.0,Salvador Paralela,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1235894,2026-03-29 05:21:37
77,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,17647.0,0.0,84500,1.0,Feira de Santana,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1233316,2026-03-29 05:21:37
78,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,31777.0,0.0,84500,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1203191,2026-03-29 05:21:37
79,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,31711.0,0.0,84500,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1191040,2026-03-29 05:21:37
80,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,30836.0,0.0,84500,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1190876,2026-03-29 05:21:37
81,Fiat,Cronos,Drive 1.0 6v Flex,2024/2025,33105.0,0.0,84500,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/1190830,2026-03-29 05:21:37
82,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,29809.0,0.0,84600,1.0,Canoas,RS,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1194222,2026-03-29 05:21:37
83,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,29589.0,0.0,84600,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1196020,2026-03-29 05:21:37
84,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,47315.0,0.0,84600,1.0,Feira de Santana,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1206760,2026-03-29 05:21:37
85,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,34668.0,0.0,84600,1.0,Porto Alegre Sarandi,RS,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1248682,2026-03-29 05:21:37
86,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,25194.0,0.0,84600,1.0,Lauro de Freitas,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1233248,2026-03-29 05:21:37
87,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,23154.0,0.0,84600,1.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1199888,2026-03-29 05:21:37
88,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,48136.0,0.0,84600,1.0,Feira de Santana,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1171259,2026-03-29 05:21:37
89,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,21511.0,0.0,84600,1.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1194374,2026-03-29 05:21:37
90,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,39512.0,0.0,84600,1.0,Auto Shopping Blumenau,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1233654,2026-03-29 05:21:37
91,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,24904.0,0.0,84600,1.0,Auto Shopping Rodrigues,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1233367,2026-03-29 05:21:37
92,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,49301.0,0.0,84600,1.0,Feira de Santana,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1171266,2026-03-29 05:21:37
93,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,24363.0,0.0,84600,1.0,Vila Velha,ES,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1194378,2026-03-29 05:21:37
94,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12v Mec.,2024/2025,41629.0,0.0,84600,1.0,Feira de Santana,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Hyundai/Hb20S/1206724,2026-03-29 05:21:37
95,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,33615.0,0.0,84600,1.0,Auto Shopping Blumenau,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1233638,2026-03-29 05:21:37
96,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2024/2025,23244.0,0.0,84600,1.0,Belém Senador,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1183072,2026-03-29 05:21:37
97,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,28990.0,0.0,84600,1.0,Blumenau,SC,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1246780,2026-03-29 05:21:37
98,Fiat,Cronos,Drive 1.3 8v Flex Aut.,2023/2024,61323.0,0.0,84600,1.0,Maceió,AL,https://www.seminovosmovida.com.br/veiculo/detalhe/Sedan/Fiat/Cronos/981042,2026-03-29 05:21:37
99,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,26385.0,0.0,84600,1.0,Uberlândia,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1248703,2026-03-29 05:21:37
100,Volkswagen,Saveiro,Robust 1.6 Total Flex 16v,2025/2025,28381.0,0.0,84600,1.0,Auto Shopping Portal,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Volkswagen/Saveiro/1247042,2026-03-29 05:21:37
101,Fiat,Argo,Drive 1.0 6v Flex,2025/2025,28834.0,0.0,78200,1.0,Auto Shopping Autonomistas,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Argo/1244118,2026-03-29 05:21:37
102,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2023/2024,36902.0,0.0,78200,1.0,Belo Horizonte Raja,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1046839,2026-03-29 05:21:37
103,Fiat,Argo,Drive 1.0 6v Flex,2024/2025,26300.0,0.0,78200,1.0,Uberlândia,MG,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Argo/1205557,2026-03-29 05:21:37
104,Fiat,Argo,Drive 1.0 6v Flex,2025/2025,31225.0,0.0,78200,1.0,Salvador Paralela,BA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Argo/1247294,2026-03-29 05:21:37
105,Fiat,Strada,Endurance 1.3 Flex 8v Cs Plus,2023/2024,62325.0,0.0,78200,1.0,São Luís,MA,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Fiat/Strada/993145,2026-03-29 05:21:37
106,Fiat,Argo,Drive 1.0 6v Flex,2024/2025,22752.0,0.0,78200,1.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Argo/1234957,2026-03-29 05:21:37
107,Fiat,Argo,Drive 1.0 6v Flex,2024/2025,12353.0,0.0,78200,1.0,Belém Marco,PA,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Fiat/Argo/1211400,2026-03-29 05:21:37
108,Fiat,Strada,Endurance 1.3 Flex 8v Cs Plus,2023/2024,82728.0,0.0,78300,1.0,Ribeirão Preto,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Fiat/Strada/1061342,2026-03-29 05:21:37
109,Volkswagen,Polo,Track 1.0 Flex 12v 5p,2024/2025,56910.0,0.0,78300,1.0,Taguatinga,DF,https://www.seminovosmovida.com.br/veiculo/detalhe/Hatch/Volkswagen/Polo/1156687,2026-03-29 05:21:37
110,Fiat,Strada,Endurance 1.3 Flex 8v Cs Plus,2023/2024,75757.0,0.0,78300,1.0,Santo André,SP,https://www.seminovosmovida.com.br/veiculo/detalhe/Pickup/Fiat/Strada/1040789,2026-03-29 05:21:37
